"id","cwb_1_sim","cwb_2_sim","cwb_3_sim","cwb_4_sim","res_1_sim","res_2_sim","dem_1_sim","dem_2_sim","dem_3_sim"
5595,2,NA,NA,2,NA,13,5,1,2
5596,2,1,1,NA,2,16,NA,1,2
5597,2,1,1,NA,NA,NA,35,1,NA
5598,NA,1,NA,1,2,12,87,1,NA
5599,NA,2,1,1,1,16,51,NA,2
5600,2,NA,NA,NA,2,12,14,NA,2
5601,NA,1,1,2,NA,NA,NA,NA,NA
5602,2,1,NA,1,2,2,26,NA,NA
5603,2,NA,NA,NA,3,NA,71,NA,2
5604,NA,1,2,2,NA,NA,NA,NA,NA
5605,1,1,NA,2,2,NA,66,1,2
5606,NA,1,NA,2,NA,6,15,NA,NA
5607,NA,1,1,NA,3,16,NA,2,NA
5608,NA,1,1,NA,NA,6,73,1,NA
5609,2,NA,NA,1,3,10,19,1,NA
5610,NA,1,1,NA,2,NA,NA,NA,2
5611,NA,1,1,1,NA,NA,NA,1,2
5612,2,1,NA,NA,NA,NA,68,1,2
5613,1,NA,1,NA,NA,NA,88,NA,2
5614,1,2,NA,2,NA,NA,NA,NA,NA
5615,1,2,NA,1,3,NA,NA,1,NA
5616,2,1,NA,NA,1,NA,40,1,2
5617,NA,NA,1,NA,2,10,NA,3,2
5618,2,1,1,1,3,10,26,1,NA
5619,2,1,1,NA,NA,2,11,3,NA
5620,2,1,1,NA,1,NA,NA,1,2
5621,2,1,NA,NA,2,15,87,2,2
5622,NA,1,1,1,2,15,NA,NA,2
5623,2,NA,1,1,NA,NA,83,NA,2
5624,1,1,1,NA,NA,1,73,NA,NA
5625,NA,NA,1,1,2,16,NA,1,2
5626,2,NA,1,1,2,11,86,NA,2
5627,1,1,NA,NA,NA,11,68,1,NA
5628,1,NA,1,1,NA,NA,39,NA,NA
5629,NA,NA,1,1,NA,NA,NA,1,NA
5630,NA,1,NA,NA,1,9,NA,NA,2
5631,NA,1,NA,2,NA,15,57,NA,2
5632,NA,NA,1,2,NA,14,6,1,NA
5633,NA,NA,1,1,1,16,NA,NA,1
5634,NA,1,1,1,3,NA,NA,1,2
5635,2,2,1,2,NA,5,NA,1,2
5636,2,1,1,2,2,12,62,1,NA
5637,2,1,NA,1,NA,6,NA,3,NA
5638,1,1,1,NA,NA,7,16,1,2
5639,1,NA,1,1,2,NA,NA,NA,NA
5640,NA,1,NA,NA,1,4,85,NA,2
5641,2,NA,1,1,2,NA,16,1,2
5642,NA,NA,1,1,1,11,NA,1,2
5643,2,1,1,1,2,7,NA,NA,2
5644,NA,NA,NA,1,1,15,9,3,2
5645,2,NA,1,NA,2,13,78,1,NA
5646,NA,NA,1,NA,NA,NA,70,NA,2
5647,2,2,1,NA,NA,2,29,2,2
5648,1,NA,1,2,NA,NA,NA,NA,2
5649,NA,1,1,NA,1,10,85,1,2
5650,1,1,NA,NA,2,10,NA,1,NA
5651,2,1,NA,NA,NA,5,23,NA,2
5652,1,NA,1,NA,3,9,NA,1,NA
5653,NA,NA,NA,2,NA,8,32,NA,2
5654,NA,1,NA,NA,1,14,NA,NA,2
5655,1,1,NA,1,NA,NA,NA,NA,2
5656,1,1,NA,NA,1,NA,NA,NA,2
5657,NA,1,NA,1,NA,NA,40,3,2
5658,NA,1,2,2,NA,NA,NA,1,NA
5659,2,NA,1,1,1,10,22,1,NA
5660,2,1,1,NA,NA,NA,26,1,2
5661,1,1,NA,NA,NA,2,9,NA,2
5662,1,1,1,1,NA,11,14,1,2
5663,2,NA,NA,2,2,NA,68,1,2
5664,2,1,NA,2,NA,NA,NA,2,NA
5665,NA,NA,1,NA,2,3,34,NA,1
5666,2,NA,NA,2,NA,8,NA,1,2
5667,NA,NA,1,1,2,11,NA,2,NA
5668,1,1,NA,2,NA,NA,NA,2,2
5669,2,NA,NA,1,NA,2,80,1,2
5670,2,NA,NA,1,NA,10,80,2,2
5671,NA,1,1,NA,2,8,51,1,2
5672,NA,1,1,NA,NA,4,61,1,2
5673,2,1,NA,1,2,NA,3,NA,NA
5674,1,1,NA,2,NA,6,51,1,2
5675,NA,NA,1,NA,NA,4,55,NA,2
5676,NA,1,NA,2,2,NA,90,1,NA
5677,NA,1,1,1,NA,11,NA,2,2
5678,2,NA,NA,NA,NA,11,31,2,2
5679,2,NA,NA,2,NA,15,15,NA,2
5680,1,NA,NA,NA,NA,11,NA,NA,2
5681,2,NA,1,NA,1,8,76,2,2
5682,NA,1,NA,NA,3,8,41,1,2
5683,1,NA,NA,2,NA,13,NA,1,2
5684,2,1,1,2,2,NA,NA,1,NA
5685,NA,1,NA,1,NA,8,31,NA,NA
5686,1,1,1,NA,NA,12,NA,1,NA
5687,2,2,NA,NA,NA,NA,53,1,NA
5688,1,1,NA,2,3,16,76,NA,2
5689,NA,NA,1,1,2,5,56,1,2
5690,2,1,1,2,2,8,NA,NA,NA
5691,2,2,1,2,NA,6,67,1,2
5692,1,NA,1,1,1,2,19,3,NA
5693,2,1,NA,NA,1,5,81,1,1
5694,NA,1,NA,1,1,15,NA,1,NA
5695,NA,NA,1,NA,2,14,12,NA,NA
5696,1,NA,1,NA,NA,11,21,NA,2
5697,NA,1,NA,1,1,4,NA,1,NA
5698,2,1,1,NA,NA,NA,43,1,2
5699,2,1,1,1,1,9,NA,NA,2
5700,NA,NA,1,NA,2,8,59,1,NA
5701,NA,1,NA,NA,NA,NA,NA,NA,NA
5702,1,1,NA,1,NA,11,41,2,2
5703,NA,NA,NA,1,2,11,30,1,1
5704,NA,1,1,2,2,4,12,1,2
5705,1,1,1,2,2,6,NA,1,2
5706,1,NA,1,1,NA,NA,83,1,2
5707,1,1,NA,NA,1,12,NA,2,2
5708,2,1,NA,1,2,9,83,NA,NA
5709,2,NA,NA,NA,NA,3,79,NA,NA
5710,2,NA,1,NA,NA,NA,NA,NA,2
5711,NA,NA,1,NA,1,NA,55,1,2
5712,1,NA,NA,1,3,NA,NA,NA,2
5713,2,1,1,2,2,NA,79,NA,NA
5714,NA,1,1,2,NA,9,NA,1,2
5715,NA,1,1,2,3,10,NA,NA,1
5716,2,NA,1,2,2,10,NA,NA,NA
5717,2,1,1,NA,NA,NA,50,2,NA
5718,1,NA,NA,NA,3,NA,NA,NA,2
5719,2,NA,2,1,NA,4,34,NA,2
5720,2,1,1,1,NA,9,58,2,2
5721,1,1,1,NA,NA,10,32,1,2
5722,NA,NA,NA,1,1,NA,55,NA,NA
5723,2,1,1,1,NA,9,82,1,2
5724,2,1,1,NA,1,NA,NA,1,NA
5725,2,1,NA,1,NA,NA,NA,1,1
5726,2,NA,NA,2,2,15,9,NA,NA
5727,NA,NA,1,1,1,NA,88,NA,NA
5728,2,1,1,NA,2,10,NA,1,2
5729,2,NA,1,NA,NA,8,47,1,NA
5730,NA,1,1,NA,3,5,7,2,2
5731,1,NA,2,2,NA,2,NA,3,2
5732,2,NA,1,NA,2,NA,35,NA,2
5733,2,NA,NA,2,3,16,1,2,NA
5734,1,NA,1,1,3,16,45,1,2
5735,NA,1,1,NA,NA,1,19,4,NA
5736,NA,NA,NA,2,2,NA,NA,NA,2
5737,NA,2,1,NA,NA,14,NA,NA,1
5738,2,1,NA,2,NA,3,45,NA,2
5739,NA,1,1,NA,3,NA,73,NA,2
5740,NA,1,1,1,NA,NA,77,NA,NA
5741,NA,NA,1,2,2,7,17,NA,NA
5742,NA,1,1,1,2,NA,46,1,2
5743,2,1,NA,1,NA,5,NA,1,2
5744,2,1,1,1,NA,16,NA,3,NA
5745,NA,NA,1,1,2,16,80,1,2
5746,1,NA,1,1,NA,15,NA,NA,NA
5747,NA,1,1,NA,1,12,19,1,2
5748,NA,1,1,1,1,14,NA,3,2
5749,2,NA,NA,NA,2,NA,3,1,NA
5750,1,1,1,1,2,NA,15,3,2
5751,1,1,1,2,1,10,29,NA,NA
5752,NA,1,NA,2,NA,NA,NA,2,2
5753,NA,NA,NA,NA,NA,NA,NA,NA,NA
5754,2,NA,1,1,3,NA,85,NA,NA
5755,NA,NA,NA,1,3,8,86,4,2
5756,2,NA,NA,2,1,11,61,1,2
5757,2,1,NA,NA,2,9,85,NA,2
5758,1,1,NA,2,1,NA,NA,3,2
5759,NA,NA,NA,2,2,NA,NA,1,NA
5760,1,2,1,NA,3,7,67,NA,NA
5761,2,1,NA,2,2,8,23,NA,NA
5762,2,1,1,NA,2,16,21,1,2
5763,1,1,1,NA,NA,NA,43,NA,2
5764,NA,NA,1,2,2,1,NA,2,2
5765,2,1,1,NA,NA,12,25,2,2
5766,NA,1,NA,2,1,9,14,NA,NA
5767,1,NA,NA,1,3,NA,38,1,2
5768,1,2,1,1,NA,NA,7,NA,2
5769,NA,NA,1,2,NA,1,NA,NA,2
5770,2,1,NA,NA,NA,2,NA,2,NA
5771,1,1,NA,NA,1,6,78,3,2
5772,1,1,1,NA,NA,NA,35,NA,2
5773,2,1,1,NA,NA,NA,55,1,2
5774,1,NA,1,2,3,7,NA,NA,2
5775,NA,1,1,2,NA,2,54,NA,2
5776,NA,2,NA,2,3,2,NA,1,2
5777,1,1,NA,2,1,15,NA,NA,NA
5778,2,1,1,1,2,4,NA,1,NA
5779,2,1,NA,NA,1,NA,NA,1,NA
5780,NA,NA,1,NA,NA,1,20,1,NA
5781,1,1,1,1,2,8,53,NA,NA
5782,1,2,NA,2,NA,NA,17,NA,2
5783,NA,2,NA,NA,3,5,51,1,NA
5784,NA,1,NA,1,1,NA,10,NA,2
5785,1,1,1,1,1,NA,NA,NA,NA
5786,NA,1,1,1,NA,NA,79,1,2
5787,1,NA,1,2,2,9,32,1,2
5788,NA,NA,1,2,1,NA,59,1,2
5789,2,1,1,NA,1,NA,NA,1,NA
5790,2,NA,1,2,3,1,NA,NA,2
5791,2,2,1,NA,NA,14,36,1,2
5792,1,NA,NA,NA,2,5,62,NA,NA
5793,2,1,1,1,NA,13,27,1,2
5794,2,1,NA,NA,NA,NA,61,1,NA
5795,2,1,NA,NA,NA,13,NA,1,2
5796,2,2,1,1,NA,3,65,4,2
5797,2,1,NA,1,2,10,11,NA,NA
5798,2,1,NA,2,NA,15,NA,NA,NA
5799,1,1,NA,2,NA,11,NA,1,NA
5800,1,1,NA,NA,2,15,66,NA,2
5801,NA,NA,1,2,3,15,NA,NA,2
5802,2,NA,1,1,NA,NA,NA,NA,2
5803,NA,NA,NA,NA,NA,NA,NA,NA,NA
5804,1,2,NA,2,NA,16,78,1,NA
5805,NA,NA,1,2,NA,1,NA,1,2
5806,NA,NA,NA,2,NA,NA,NA,1,NA
5807,NA,2,NA,1,2,NA,30,3,2
5808,1,1,1,NA,2,5,NA,4,2
5809,NA,NA,1,2,NA,4,86,1,2
5810,2,NA,1,1,1,2,53,NA,NA
5811,NA,1,1,NA,1,NA,44,1,NA
5812,NA,NA,NA,NA,2,2,39,1,NA
5813,NA,1,1,NA,2,NA,27,1,NA
5814,2,2,NA,2,2,NA,NA,NA,2
5815,2,1,NA,1,2,NA,NA,1,1
5816,2,1,1,1,1,NA,45,3,2
5817,NA,NA,NA,1,2,3,35,NA,NA
5818,2,NA,1,1,2,NA,NA,1,NA
5819,NA,1,1,1,2,NA,NA,1,2
5820,2,1,1,NA,NA,4,NA,NA,NA
5821,1,1,1,2,NA,13,35,NA,NA
5822,NA,NA,NA,2,NA,10,56,2,2
5823,2,1,NA,1,2,1,55,1,NA
5824,1,NA,NA,1,NA,2,NA,NA,2
5825,NA,1,NA,NA,2,NA,75,1,2
5826,1,NA,NA,1,2,NA,NA,1,NA
5827,2,NA,2,2,2,15,NA,4,NA
5828,2,1,NA,1,NA,NA,NA,NA,2
5829,NA,1,NA,2,NA,14,26,1,NA
5830,2,NA,1,NA,3,NA,82,NA,NA
5831,NA,2,1,2,2,NA,80,1,2
5832,2,1,NA,1,NA,7,NA,2,NA
5833,2,1,NA,2,NA,13,NA,NA,NA
5834,NA,NA,NA,2,1,15,NA,1,2
5835,1,1,1,NA,2,13,65,NA,NA
5836,NA,1,NA,NA,2,NA,NA,NA,2
5837,NA,NA,NA,NA,1,3,44,2,2
5838,2,NA,1,2,2,2,83,NA,2
5839,NA,1,NA,2,1,NA,NA,1,2
5840,NA,1,1,NA,NA,NA,25,NA,2
5841,2,1,1,2,NA,NA,28,NA,2
5842,2,1,1,1,NA,6,NA,NA,2
5843,NA,2,NA,2,2,12,NA,3,NA
5844,1,1,1,2,2,NA,NA,1,2
5845,2,1,1,NA,1,6,60,NA,2
5846,2,NA,1,2,NA,9,17,1,NA
5847,NA,1,1,1,2,2,28,NA,2
5848,1,NA,NA,2,2,1,13,NA,NA
5849,2,NA,1,NA,2,14,37,1,NA
5850,NA,1,1,1,NA,NA,NA,NA,2
5851,2,1,NA,NA,NA,7,NA,NA,NA
5852,2,1,1,NA,NA,13,NA,1,2
5853,1,1,1,2,2,3,4,3,2
5854,1,NA,1,1,2,10,NA,1,NA
5855,NA,NA,1,NA,2,NA,56,NA,NA
5856,1,1,1,NA,NA,10,NA,1,NA
5857,2,NA,1,NA,NA,NA,NA,1,NA
5858,2,1,2,NA,2,NA,NA,1,2
5859,NA,1,NA,2,NA,10,23,1,2
5860,2,1,NA,NA,3,NA,71,NA,2
5861,NA,NA,1,NA,NA,NA,NA,1,2
5862,NA,NA,1,2,2,15,55,NA,2
5863,1,NA,1,1,NA,NA,0,2,2
5864,2,1,1,NA,1,NA,NA,NA,2
5865,NA,1,NA,2,2,NA,4,2,2
5866,NA,NA,1,NA,1,NA,NA,1,NA
5867,2,NA,1,1,3,15,31,1,2
5868,NA,NA,NA,NA,NA,15,NA,1,NA
5869,2,NA,NA,1,2,NA,52,1,2
5870,2,1,1,1,NA,NA,64,1,2
5871,NA,1,1,NA,NA,6,61,NA,2
5872,2,1,1,2,NA,8,NA,1,NA
5873,1,NA,NA,2,2,16,NA,2,NA
5874,2,1,1,1,1,6,79,1,NA
5875,2,NA,1,NA,NA,NA,82,NA,NA
5876,2,NA,NA,NA,NA,8,63,NA,NA
5877,NA,NA,1,1,3,7,NA,NA,NA
5878,2,NA,1,1,2,NA,NA,1,2
5879,2,NA,NA,2,2,13,NA,1,2
5880,NA,NA,1,NA,NA,12,88,NA,2
5881,1,1,NA,1,1,NA,NA,NA,NA
5882,NA,1,NA,2,NA,NA,NA,NA,NA
5883,2,1,NA,NA,NA,5,NA,NA,NA
5884,NA,NA,NA,NA,1,13,NA,1,2
5885,NA,1,NA,1,2,NA,NA,1,2
5886,1,1,NA,NA,NA,12,NA,1,2
5887,2,1,1,2,1,8,NA,NA,1
5888,NA,NA,1,2,3,NA,74,NA,NA
5889,1,1,1,2,NA,NA,80,NA,2
5890,NA,1,NA,1,NA,13,17,1,2
5891,2,1,1,1,1,2,NA,NA,2
5892,NA,1,1,NA,3,NA,NA,1,2
5893,NA,1,1,NA,2,NA,73,3,NA
5894,1,1,1,1,NA,14,29,1,NA
5895,2,NA,NA,NA,1,15,NA,1,1
5896,NA,2,NA,NA,2,2,89,NA,2
5897,2,1,1,NA,2,NA,54,1,2
5898,NA,NA,1,2,NA,15,27,NA,NA
5899,1,NA,NA,NA,2,NA,8,4,2
5900,2,NA,NA,2,2,12,4,1,2
5901,1,1,NA,NA,NA,13,NA,NA,NA
5902,2,NA,NA,2,2,15,NA,1,2
5903,NA,1,NA,1,NA,NA,56,2,NA
5904,NA,1,1,NA,1,NA,NA,NA,NA
5905,1,1,NA,NA,2,7,34,NA,2
5906,2,1,1,2,1,8,45,4,NA
5907,2,NA,1,1,NA,9,66,NA,2
5908,NA,1,1,1,2,7,NA,NA,2
5909,1,1,1,1,3,15,2,NA,2
5910,2,NA,1,2,NA,4,73,NA,2
5911,2,NA,1,2,2,NA,24,1,NA
5912,2,NA,NA,NA,2,5,54,NA,2
5913,NA,1,1,NA,1,1,NA,NA,NA
5914,2,1,1,NA,NA,14,43,1,2
5915,NA,1,1,2,2,14,NA,1,NA
5916,2,1,NA,NA,3,8,NA,NA,NA
5917,1,NA,1,1,1,NA,51,NA,NA
5918,1,NA,1,2,3,15,11,1,1
5919,1,NA,2,NA,NA,4,41,4,NA
5920,2,2,1,2,NA,5,12,NA,2
5921,2,1,2,NA,2,NA,62,NA,NA
5922,NA,NA,2,1,3,NA,NA,NA,2
5923,NA,2,1,NA,2,6,NA,1,NA
5924,2,NA,1,1,NA,NA,NA,1,1
5925,1,NA,NA,2,1,9,NA,1,2
5926,2,1,NA,1,1,NA,NA,NA,NA
5927,1,NA,1,2,2,NA,36,NA,2
5928,1,NA,1,1,2,9,51,NA,2
5929,2,NA,1,NA,NA,13,87,NA,2
5930,NA,1,NA,NA,NA,10,NA,NA,2
5931,NA,NA,1,NA,2,9,NA,1,NA
5932,2,1,1,1,NA,NA,NA,1,NA
5933,NA,NA,NA,NA,1,16,48,NA,2
5934,1,1,1,2,NA,7,58,NA,2
5935,NA,NA,1,2,1,15,64,1,2
5936,2,1,NA,1,3,NA,71,NA,2
5937,1,1,NA,1,2,6,16,3,2
5938,NA,NA,NA,NA,2,NA,86,NA,NA
5939,2,1,NA,NA,NA,NA,NA,1,NA
5940,2,2,NA,1,2,1,NA,NA,2
5941,1,1,NA,NA,1,6,NA,4,NA
5942,NA,NA,1,1,3,15,NA,1,2
5943,2,1,2,1,2,16,NA,1,NA
5944,NA,1,1,1,2,13,75,1,2
5945,NA,1,NA,NA,2,2,NA,NA,2
5946,2,2,1,NA,2,NA,NA,1,2
5947,2,1,NA,1,2,NA,79,1,2
5948,NA,1,1,1,2,NA,NA,1,2
5949,NA,1,1,NA,2,1,70,1,2
5950,NA,1,1,1,1,3,NA,NA,2
5951,1,NA,1,1,2,4,80,1,NA
5952,NA,NA,1,NA,3,12,NA,NA,2
5953,1,1,NA,2,NA,NA,NA,NA,NA
5954,NA,NA,1,2,1,NA,69,1,2
5955,2,1,1,NA,3,NA,NA,NA,2
5956,1,1,NA,2,1,7,NA,NA,2
5957,2,NA,1,NA,NA,NA,NA,1,NA
5958,NA,NA,1,1,NA,6,NA,NA,2
5959,2,1,NA,1,1,NA,NA,3,2
5960,NA,1,NA,NA,NA,NA,NA,NA,NA
5961,NA,NA,1,NA,2,7,44,1,NA
5962,2,NA,NA,NA,NA,7,NA,2,2
5963,1,NA,NA,2,2,1,NA,NA,NA
5964,NA,NA,NA,NA,2,5,NA,3,2
5965,NA,1,1,2,NA,NA,75,NA,NA
5966,NA,NA,1,1,2,NA,NA,3,2
5967,2,2,1,NA,3,NA,33,1,2
5968,2,NA,1,NA,NA,6,72,NA,NA
5969,NA,2,1,2,2,NA,NA,NA,NA
5970,NA,NA,1,2,3,15,82,NA,2
5971,1,1,1,NA,NA,16,NA,NA,2
5972,1,1,1,NA,2,11,NA,3,2
5973,2,NA,1,NA,2,14,NA,NA,2
5974,NA,1,2,NA,1,NA,38,1,2
5975,2,1,NA,NA,2,NA,NA,NA,2
5976,1,1,NA,2,NA,12,48,4,2
5977,2,1,1,NA,2,13,65,1,2
5978,2,NA,NA,NA,2,NA,55,2,2
5979,1,NA,1,1,3,NA,NA,NA,2
5980,2,NA,NA,1,3,3,28,NA,2
5981,2,NA,NA,1,NA,15,52,1,NA
5982,2,NA,1,NA,NA,15,59,NA,2
5983,2,1,NA,NA,1,NA,NA,NA,NA
5984,1,1,1,NA,1,8,8,1,NA
5985,NA,NA,1,NA,2,15,NA,1,2
5986,2,1,NA,1,NA,2,NA,1,2
5987,NA,1,NA,1,NA,NA,21,4,2
5988,2,NA,NA,NA,NA,NA,22,4,2
5989,NA,NA,NA,2,1,12,79,NA,2
5990,2,1,NA,2,3,3,NA,1,2
5991,2,1,NA,2,3,13,63,NA,2
5992,1,NA,1,1,2,9,NA,NA,2
5993,NA,NA,NA,1,2,1,NA,1,2
5994,2,1,1,1,2,16,NA,2,NA
5995,NA,1,1,2,2,NA,4,NA,2
5996,1,2,NA,1,NA,1,81,NA,NA
5997,NA,2,1,2,1,10,8,NA,NA
5998,2,NA,1,1,1,NA,NA,1,NA
5999,NA,NA,NA,2,2,9,55,NA,2
6000,NA,1,1,1,NA,NA,NA,1,NA
6001,2,2,NA,NA,2,6,NA,1,2
6002,2,NA,1,1,NA,NA,65,1,2
6003,NA,1,1,NA,2,NA,NA,NA,NA
6004,2,2,1,2,NA,13,NA,NA,NA
6005,1,NA,1,NA,NA,14,44,NA,2
6006,2,1,NA,NA,1,NA,5,NA,NA
6007,2,NA,NA,NA,1,NA,49,NA,NA
6008,2,1,1,1,NA,1,NA,1,2
6009,1,NA,NA,2,NA,NA,58,1,2
6010,1,NA,1,NA,2,NA,6,3,NA
6011,2,NA,1,2,1,16,83,2,NA
6012,2,1,1,2,NA,NA,72,NA,NA
6013,2,1,1,1,NA,NA,1,1,NA
6014,1,1,1,2,1,NA,87,1,NA
6015,2,NA,1,1,2,11,49,NA,2
6016,NA,NA,1,NA,1,NA,28,NA,NA
6017,2,1,1,1,1,7,NA,1,NA
6018,NA,1,NA,1,2,14,77,1,NA
6019,NA,NA,2,2,NA,NA,40,NA,NA
6020,2,1,NA,1,NA,NA,NA,1,2
6021,NA,1,1,NA,2,1,52,1,1
6022,2,2,1,2,3,16,40,1,2
6023,NA,1,1,2,2,7,24,NA,2
6024,NA,1,NA,1,NA,5,81,3,2
6025,1,NA,NA,2,2,14,80,2,2
6026,2,NA,1,NA,NA,1,NA,2,2
6027,NA,NA,1,NA,NA,10,49,1,2
6028,1,1,NA,NA,1,14,38,NA,2
6029,2,NA,NA,1,3,8,25,1,2
6030,NA,NA,NA,1,NA,NA,NA,1,2
6031,1,1,1,1,3,3,NA,1,2
6032,NA,NA,NA,1,2,8,NA,1,2
6033,NA,1,1,NA,NA,NA,NA,NA,NA
6034,1,1,1,NA,NA,11,NA,NA,2
6035,1,1,NA,1,2,9,31,1,NA
6036,NA,NA,1,NA,2,6,26,NA,NA
6037,1,2,1,NA,3,13,NA,1,2
6038,NA,NA,NA,1,3,NA,19,NA,2
6039,NA,1,NA,NA,1,NA,16,2,NA
6040,2,1,2,NA,NA,NA,89,NA,NA
6041,2,1,NA,1,NA,NA,NA,1,2
6042,2,1,1,1,NA,6,66,NA,1
6043,1,1,1,1,NA,NA,NA,2,2
6044,1,1,1,1,2,6,77,NA,2
6045,NA,1,NA,1,1,7,57,1,1
6046,2,1,1,NA,2,11,NA,NA,1
6047,2,NA,1,2,2,7,63,NA,NA
6048,2,1,1,2,NA,11,20,2,2
6049,1,NA,1,NA,NA,NA,19,1,2
6050,NA,NA,2,NA,1,NA,NA,1,2
6051,2,NA,1,NA,NA,9,NA,NA,2
6052,NA,1,1,NA,NA,11,NA,NA,2
6053,NA,NA,1,1,3,7,71,1,2
6054,NA,NA,1,1,3,9,40,NA,1
6055,2,NA,1,1,NA,NA,NA,NA,2
6056,NA,1,1,1,1,4,62,NA,2
6057,NA,NA,1,2,NA,10,41,NA,NA
6058,1,NA,NA,2,1,6,74,1,2
6059,2,2,1,NA,2,NA,NA,1,NA
6060,NA,1,1,NA,NA,NA,15,NA,NA
6061,NA,1,NA,NA,NA,NA,61,1,2
6062,2,1,NA,1,3,3,9,1,NA
6063,1,NA,1,1,2,NA,74,1,2
6064,2,NA,1,NA,NA,15,15,NA,NA
6065,NA,NA,NA,NA,2,13,NA,1,NA
6066,2,NA,NA,2,3,7,41,2,2
6067,NA,1,NA,NA,1,12,NA,NA,NA
6068,2,1,1,1,3,16,NA,NA,NA
6069,2,1,NA,NA,2,NA,NA,1,2
6070,NA,NA,NA,1,2,NA,36,NA,NA
6071,NA,2,1,2,2,NA,NA,NA,2
6072,1,NA,NA,1,2,7,6,NA,2
6073,1,NA,1,1,1,NA,67,NA,NA
6074,NA,1,1,NA,NA,5,NA,1,2
6075,2,NA,NA,2,2,4,72,3,NA
6076,1,NA,NA,1,2,NA,NA,1,NA
6077,NA,NA,NA,2,NA,NA,58,1,NA
6078,1,2,1,2,2,6,4,1,NA
6079,1,1,NA,1,3,1,NA,1,2
6080,2,NA,NA,2,1,NA,NA,1,2
6081,NA,NA,NA,NA,3,NA,53,NA,2
6082,NA,1,NA,NA,3,12,48,1,2
6083,NA,1,1,NA,1,9,76,NA,NA
6084,NA,1,NA,2,2,NA,NA,NA,2
6085,NA,NA,1,2,NA,3,55,NA,2
6086,1,NA,1,NA,2,11,73,1,2
6087,NA,1,NA,NA,2,NA,73,NA,NA
6088,1,1,2,NA,NA,NA,23,NA,2
6089,2,NA,1,2,NA,15,NA,3,NA
6090,2,1,NA,2,3,1,3,1,2
6091,1,1,2,2,2,NA,61,1,2
6092,2,NA,NA,NA,2,NA,NA,NA,NA
6093,2,1,1,NA,2,NA,NA,3,NA
6094,NA,2,2,NA,NA,12,8,NA,2
6095,1,1,NA,2,NA,NA,22,1,2
6096,NA,1,NA,NA,NA,NA,25,1,NA
6097,2,NA,1,1,NA,1,NA,1,2
6098,2,NA,1,2,NA,12,73,1,2
6099,2,1,NA,NA,NA,NA,77,1,2
6100,2,NA,1,NA,2,NA,61,1,NA
6101,2,NA,1,NA,NA,11,53,1,NA
6102,1,1,1,2,3,13,75,NA,NA
6103,NA,1,NA,NA,3,NA,24,3,NA
6104,1,1,1,1,2,NA,NA,NA,2
6105,2,NA,1,2,3,11,NA,3,NA
6106,1,NA,1,1,NA,13,12,1,NA
6107,NA,1,1,2,NA,NA,0,4,2
6108,1,1,1,NA,NA,6,34,1,NA
6109,2,1,2,1,3,NA,57,NA,NA
6110,2,1,1,1,NA,NA,NA,NA,NA
6111,2,NA,1,2,2,9,NA,1,2
6112,NA,1,NA,2,2,NA,6,1,NA
6113,NA,1,NA,1,3,11,64,1,2
6114,NA,2,1,NA,NA,NA,5,1,2
6115,NA,1,1,NA,1,12,NA,NA,NA
6116,2,NA,1,NA,NA,9,83,1,2
6117,2,1,1,NA,2,NA,17,NA,NA
6118,1,1,1,NA,2,15,78,NA,2
6119,2,1,1,2,1,14,56,NA,NA
6120,NA,1,NA,2,1,5,65,NA,2
6121,1,1,NA,NA,1,6,NA,NA,2
6122,1,1,1,1,2,NA,43,NA,2
6123,2,NA,NA,2,NA,15,80,2,NA
6124,NA,NA,NA,2,2,14,82,1,2
6125,NA,NA,1,1,1,NA,10,NA,NA
6126,NA,1,NA,1,NA,NA,30,3,2
6127,2,1,1,NA,2,NA,24,NA,2
6128,2,1,1,2,NA,NA,73,1,2
6129,NA,1,NA,NA,NA,2,84,1,2
6130,2,NA,1,NA,1,NA,25,NA,2
6131,2,1,NA,2,3,10,NA,NA,NA
6132,2,1,1,2,1,NA,NA,NA,2
6133,NA,NA,NA,1,2,4,38,NA,1
6134,NA,NA,NA,1,2,13,NA,NA,NA
6135,2,NA,1,NA,NA,NA,54,1,NA
6136,2,NA,1,1,1,8,31,NA,2
6137,2,NA,1,2,NA,3,58,NA,NA
6138,1,1,1,2,1,NA,56,1,NA
6139,1,1,1,1,1,11,64,NA,NA
6140,NA,NA,NA,NA,3,NA,NA,NA,NA
6141,NA,1,1,NA,1,NA,42,1,2
6142,1,NA,1,NA,2,NA,79,NA,2
6143,1,1,NA,NA,NA,5,58,NA,2
6144,NA,1,1,2,NA,NA,NA,2,NA
6145,2,1,1,1,NA,11,72,NA,2
6146,NA,1,1,NA,2,NA,50,NA,NA
6147,NA,1,NA,2,2,13,26,NA,2
6148,2,2,1,1,2,2,53,2,2
6149,1,1,NA,NA,2,NA,41,1,NA
6150,2,NA,1,1,NA,13,NA,NA,NA
6151,NA,NA,NA,2,2,NA,NA,1,2
6152,1,NA,2,1,2,5,28,1,2
6153,NA,NA,1,NA,NA,9,45,3,NA
6154,1,NA,1,NA,2,NA,NA,1,2
6155,2,1,1,2,NA,12,32,1,NA
6156,1,NA,NA,NA,NA,16,78,1,2
6157,2,1,1,NA,1,12,NA,2,NA
6158,NA,1,1,NA,3,NA,19,NA,NA
6159,2,NA,NA,NA,1,6,75,NA,2
