"id","cwb_1_sim","cwb_2_sim","cwb_3_sim","cwb_4_sim","res_1","res_2","dem_1_sim","res_1_sim","res_2_sim","dem_2_sim","dem_3_sim","cwb_scale"
5702,NA,1,NA,NA,NA,NA,NA,NA,5,NA,2,NA
5703,2,1,NA,2,NA,8,26,2,NA,1,NA,2852.5
5704,1,1,NA,1,NA,14,85,NA,12,NA,NA,2852.5
5705,NA,1,NA,2,NA,NA,NA,NA,10,4,NA,NA
5706,NA,2,NA,NA,NA,NA,NA,NA,NA,1,2,NA
5707,NA,NA,1,1,2,8,20,NA,1,1,2,NA
5708,NA,NA,1,NA,NA,NA,NA,NA,4,NA,2,NA
5709,2,1,NA,NA,2,10,22,NA,5,4,NA,2855.5
5710,NA,NA,NA,NA,2,NA,17,1,1,1,2,NA
5711,NA,1,1,NA,2,NA,83,2,5,NA,NA,NA
5712,NA,1,1,NA,NA,NA,NA,2,2,NA,NA,NA
5713,NA,NA,NA,2,2,3,31,2,NA,1,NA,NA
5714,NA,1,1,NA,2,4,NA,1,NA,NA,NA,NA
5715,2,1,1,NA,NA,11,39,2,6,1,2,2858.5
5716,2,NA,1,1,NA,11,NA,3,5,1,NA,2859
5717,NA,1,1,NA,2,7,28,2,13,1,2,NA
5718,NA,1,NA,NA,NA,1,NA,NA,4,2,2,NA
5719,2,NA,NA,2,1,7,4,3,11,1,NA,2860.5
5720,1,2,1,NA,NA,2,NA,2,5,3,NA,2860.5
5721,NA,1,NA,1,1,NA,65,NA,3,NA,2,NA
5722,1,1,NA,2,1,15,NA,NA,8,4,2,2861.5
5723,NA,NA,NA,NA,NA,NA,NA,2,16,1,2,NA
5724,1,1,2,NA,1,4,21,3,13,1,NA,2862.5
5725,NA,2,NA,1,1,5,71,2,11,1,NA,NA
5726,1,NA,NA,NA,NA,9,89,1,14,1,2,2863.5
5727,NA,2,1,NA,NA,3,83,NA,NA,1,2,NA
5728,NA,1,1,NA,2,14,39,1,16,1,2,NA
5729,2,1,NA,1,3,7,52,NA,NA,2,2,2865.5
5730,1,1,1,NA,NA,13,NA,1,7,NA,2,2865.5
5731,NA,1,NA,NA,2,NA,82,3,15,2,NA,NA
5732,1,NA,NA,2,2,3,21,3,14,3,2,2866.5
5733,2,NA,NA,NA,1,11,70,3,14,NA,NA,2867.5
5734,NA,NA,1,NA,3,4,49,1,1,1,NA,NA
5735,NA,NA,NA,NA,1,NA,25,2,NA,1,NA,NA
5736,NA,1,NA,1,NA,6,56,NA,NA,1,NA,NA
5737,2,1,1,2,2,3,14,NA,NA,1,NA,2869.5
5738,2,1,1,2,1,NA,69,1,NA,1,2,2870
5739,1,1,1,NA,1,NA,53,NA,NA,3,2,2870
5740,2,NA,NA,2,2,1,40,NA,NA,NA,2,2871
5741,2,NA,1,NA,3,13,27,NA,14,1,2,2871.5
5742,2,NA,NA,NA,NA,4,84,NA,1,1,NA,2872
5743,NA,1,NA,NA,NA,NA,31,1,NA,3,2,NA
5744,1,1,NA,NA,3,NA,50,2,12,NA,NA,2872.5
5745,NA,1,NA,1,1,4,20,2,NA,NA,2,NA
5746,1,1,1,NA,NA,NA,NA,1,10,NA,NA,2873.5
5747,NA,1,1,2,1,8,31,1,5,NA,NA,NA
5748,NA,NA,NA,2,1,NA,37,NA,7,1,1,NA
5749,2,1,1,2,3,NA,36,NA,NA,1,2,2875.5
5750,NA,1,NA,NA,3,NA,NA,2,NA,NA,2,NA
5751,NA,1,NA,NA,NA,15,NA,1,5,1,NA,NA
5752,1,NA,NA,NA,NA,1,NA,3,NA,2,2,2876.5
5753,NA,NA,NA,2,2,NA,NA,NA,NA,1,2,NA
5754,1,1,NA,NA,1,NA,NA,2,15,3,2,2877.5
5755,2,NA,NA,NA,NA,NA,23,2,1,NA,2,2878.5
5756,1,1,NA,1,2,6,28,2,NA,NA,2,2878.5
5757,NA,1,NA,NA,1,3,2,NA,7,NA,2,NA
5758,2,1,NA,NA,1,16,NA,NA,4,3,2,2880
5759,NA,1,1,NA,NA,16,NA,2,NA,NA,2,NA
5760,2,1,NA,NA,3,3,73,NA,NA,NA,NA,2881
5761,1,1,1,1,NA,14,NA,3,6,NA,NA,2881
5762,1,NA,1,NA,2,11,58,NA,10,NA,NA,2881.5
5763,NA,NA,NA,2,NA,15,52,2,NA,NA,2,NA
5764,NA,1,1,NA,2,7,NA,NA,6,NA,2,NA
5765,NA,NA,NA,NA,2,NA,28,NA,10,1,2,NA
5766,NA,NA,NA,NA,NA,16,NA,NA,13,1,NA,NA
5767,NA,1,NA,2,NA,12,3,3,NA,1,2,NA
5768,2,2,NA,NA,2,NA,89,2,7,NA,2,2885
5769,2,1,NA,NA,NA,12,NA,NA,2,1,NA,2885.5
5770,1,1,1,1,NA,NA,76,1,11,1,NA,2885.5
5771,NA,NA,1,NA,NA,1,NA,2,9,1,2,NA
5772,1,1,NA,NA,NA,NA,37,2,8,NA,NA,2886.5
5773,1,1,1,NA,NA,5,58,1,NA,1,NA,2887
5774,NA,1,1,2,NA,NA,50,1,13,1,2,NA
5775,NA,NA,NA,NA,3,NA,49,NA,NA,1,2,NA
5776,NA,NA,NA,NA,3,NA,88,NA,NA,3,2,NA
5777,NA,1,NA,2,NA,2,10,3,NA,1,NA,NA
5778,NA,NA,NA,NA,1,14,70,3,5,NA,NA,NA
5779,NA,NA,1,NA,2,11,NA,NA,2,NA,2,NA
5780,NA,1,NA,NA,NA,14,NA,2,8,1,2,NA
5781,NA,NA,NA,NA,1,16,17,2,NA,1,2,NA
5782,NA,2,NA,2,1,NA,52,NA,14,1,NA,NA
5783,NA,NA,NA,2,3,NA,NA,1,NA,3,NA,NA
5784,NA,1,2,1,NA,NA,47,NA,NA,NA,2,NA
5785,NA,NA,1,NA,2,1,NA,1,9,1,2,NA
5786,NA,NA,1,NA,1,12,22,1,12,1,NA,NA
5787,1,1,NA,1,3,NA,86,3,13,NA,NA,2894
5788,NA,NA,NA,NA,NA,NA,51,NA,1,3,2,NA
5789,1,1,1,NA,2,12,NA,2,6,NA,NA,2895
5790,NA,2,1,NA,3,3,84,2,9,1,2,NA
5791,NA,1,NA,NA,2,12,53,1,NA,2,NA,NA
5792,NA,1,NA,2,2,10,NA,NA,2,NA,NA,NA
5793,NA,NA,NA,1,2,1,NA,1,14,NA,2,NA
5794,NA,1,1,2,2,NA,64,1,NA,1,2,NA
5795,NA,NA,NA,NA,NA,9,55,2,NA,NA,2,NA
5796,2,1,NA,NA,NA,NA,28,NA,2,2,NA,2899
5797,2,1,1,2,NA,11,26,3,15,NA,NA,2899.5
5798,NA,1,NA,2,NA,NA,NA,NA,16,1,2,NA
5799,2,1,1,NA,1,NA,NA,1,6,NA,NA,2900.5
5800,NA,1,1,NA,NA,1,72,2,2,1,2,NA
5801,NA,NA,NA,1,2,NA,NA,2,2,NA,2,NA
5802,1,1,NA,NA,NA,2,NA,2,7,NA,2,2901.5
5803,NA,1,1,1,NA,NA,NA,NA,7,1,2,NA
5804,NA,NA,NA,NA,2,NA,NA,2,12,1,2,NA
5805,NA,NA,NA,NA,NA,1,70,1,4,1,2,NA
5806,NA,1,NA,NA,2,NA,NA,2,10,1,2,NA
5807,NA,NA,NA,NA,2,16,49,1,4,NA,NA,NA
5808,2,1,1,NA,NA,1,57,3,NA,1,NA,2905
5809,2,1,NA,NA,2,1,NA,3,NA,NA,2,2905.5
5810,NA,NA,1,NA,NA,10,NA,1,8,NA,NA,NA
5811,2,NA,NA,NA,NA,8,NA,2,8,4,2,2906.5
5812,2,NA,NA,NA,2,1,36,1,9,1,NA,2907
5813,NA,NA,NA,2,NA,5,NA,NA,8,1,NA,NA
5814,2,1,1,NA,3,13,NA,NA,NA,1,2,2908
5815,NA,1,NA,NA,NA,16,NA,1,3,NA,NA,NA
5816,2,1,NA,NA,NA,NA,52,2,8,NA,2,2909
5817,NA,NA,NA,2,1,14,NA,NA,NA,1,2,NA
5818,2,NA,1,NA,3,8,NA,3,12,2,2,2910
5819,NA,1,1,1,2,1,70,3,NA,NA,1,NA
5820,NA,2,1,1,NA,9,72,1,NA,1,NA,NA
5821,NA,1,NA,NA,NA,3,87,NA,12,2,2,NA
5822,1,NA,NA,NA,2,3,78,3,NA,1,NA,2911.5
5823,NA,1,NA,2,1,12,NA,NA,11,NA,2,NA
5824,NA,1,NA,NA,2,12,NA,1,NA,NA,NA,NA
5825,NA,1,NA,1,2,4,NA,1,NA,NA,NA,NA
5826,NA,2,NA,NA,2,12,16,2,NA,3,2,NA
5827,NA,1,1,NA,1,5,55,3,NA,1,NA,NA
5828,NA,1,1,1,2,NA,54,2,14,1,2,NA
5829,NA,NA,NA,NA,2,9,74,2,NA,2,2,NA
5830,2,1,NA,NA,NA,1,9,1,NA,1,NA,2916
5831,NA,NA,2,NA,1,9,NA,NA,NA,1,2,NA
5832,NA,1,NA,NA,1,NA,61,2,11,1,NA,NA
5833,NA,NA,NA,NA,2,11,19,2,16,1,2,NA
5834,2,NA,1,NA,2,1,0,2,NA,NA,NA,2918
5835,NA,1,1,NA,2,5,57,NA,NA,NA,NA,NA
5836,1,NA,NA,NA,2,8,NA,2,NA,NA,2,2918.5
5837,2,1,1,2,NA,1,61,3,15,1,2,2919.5
5838,NA,1,NA,NA,2,14,NA,3,7,NA,2,NA
5839,NA,NA,NA,NA,2,14,NA,3,NA,2,2,NA
5840,NA,1,NA,2,1,4,NA,1,9,NA,2,NA
5841,NA,NA,NA,1,NA,10,26,NA,NA,1,2,NA
5842,NA,1,1,NA,NA,NA,NA,NA,NA,1,2,NA
5843,NA,NA,1,NA,2,NA,NA,2,12,NA,2,NA
5844,NA,1,1,NA,2,9,NA,2,3,1,2,NA
5845,NA,NA,NA,2,2,16,70,1,13,1,NA,NA
5846,NA,NA,NA,NA,NA,14,29,3,16,NA,2,NA
5847,1,1,NA,NA,NA,5,NA,NA,NA,1,NA,2924
5848,2,1,NA,1,NA,NA,32,2,6,NA,2,2925
5849,NA,NA,NA,NA,NA,NA,62,3,10,1,2,NA
5850,2,NA,NA,NA,NA,NA,80,2,NA,1,2,2926
5851,NA,NA,1,1,2,4,74,1,12,1,NA,NA
5852,2,1,NA,NA,3,NA,NA,NA,NA,NA,2,2927
5853,NA,1,NA,NA,2,7,NA,NA,2,NA,NA,NA
5854,2,NA,NA,NA,NA,NA,44,1,11,1,1,2928
5855,NA,1,1,1,1,NA,84,2,NA,3,NA,NA
5856,NA,NA,1,NA,NA,14,21,1,12,3,2,NA
5857,NA,NA,NA,2,3,NA,86,NA,NA,NA,2,NA
5858,2,NA,NA,NA,NA,NA,NA,NA,1,NA,2,2930
5859,NA,1,NA,2,2,NA,NA,2,13,1,NA,NA
5860,2,1,NA,1,1,NA,NA,NA,NA,1,NA,2931
5861,NA,1,NA,NA,2,NA,NA,2,10,NA,NA,NA
5862,1,NA,NA,2,1,13,NA,2,NA,1,NA,2931.5
5863,NA,1,1,NA,NA,12,78,NA,NA,3,NA,NA
5864,2,1,1,NA,2,15,NA,2,15,1,2,2933
5865,1,NA,1,NA,NA,9,NA,NA,11,NA,2,2933
5866,NA,1,NA,NA,2,7,NA,2,3,1,NA,NA
5867,NA,1,NA,NA,2,NA,NA,1,6,1,NA,NA
5868,1,1,1,NA,NA,NA,NA,2,NA,NA,NA,2934.5
5869,2,1,1,1,NA,1,0,2,NA,NA,2,2935.5
5870,NA,NA,NA,NA,3,2,NA,1,NA,NA,NA,NA
5871,NA,1,NA,NA,1,12,NA,2,NA,1,NA,NA
5872,NA,NA,NA,1,2,NA,0,1,NA,NA,2,NA
5873,1,1,1,NA,2,NA,NA,3,4,1,NA,2937
5874,2,NA,1,1,1,2,0,NA,5,NA,2,2938
5875,1,1,NA,NA,1,16,30,NA,5,NA,2,2938
5876,NA,1,1,2,1,NA,NA,NA,3,1,2,NA
5877,2,NA,NA,NA,NA,9,72,2,10,1,NA,2939.5
5878,NA,NA,1,2,3,11,NA,1,NA,NA,2,NA
5879,NA,1,NA,NA,2,NA,NA,NA,NA,NA,2,NA
5880,NA,NA,1,NA,NA,16,11,NA,13,NA,2,NA
5881,1,1,1,1,NA,NA,80,NA,9,1,2,2941
5882,NA,2,NA,NA,3,11,NA,NA,1,1,NA,NA
5883,NA,2,1,NA,2,12,38,2,9,NA,1,NA
5884,NA,NA,NA,NA,2,15,NA,2,8,NA,2,NA
5885,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,NA
5886,NA,NA,NA,NA,NA,15,NA,2,6,NA,NA,NA
5887,NA,NA,NA,NA,2,2,66,1,13,4,2,NA
5888,2,NA,NA,NA,2,15,13,NA,5,1,2,2945
5889,NA,1,1,NA,2,15,9,2,5,1,2,NA
5890,NA,NA,NA,NA,2,1,88,NA,10,1,NA,NA
5891,NA,NA,NA,NA,1,8,NA,3,10,NA,NA,NA
5892,NA,NA,NA,2,1,6,NA,2,NA,1,NA,NA
5893,1,1,NA,NA,2,7,31,3,NA,NA,2,2947
5894,NA,1,NA,NA,NA,9,NA,NA,13,NA,2,NA
5895,1,1,NA,NA,3,NA,40,NA,NA,3,NA,2948
5896,NA,NA,2,NA,NA,2,39,NA,2,2,NA,NA
5897,2,2,NA,1,NA,NA,11,NA,5,1,NA,2949.5
5898,NA,1,NA,1,3,8,78,2,NA,1,2,NA
5899,NA,1,NA,NA,2,NA,NA,3,13,1,2,NA
5900,NA,NA,NA,NA,NA,1,38,3,16,1,NA,NA
5901,NA,NA,NA,NA,NA,NA,48,1,NA,NA,2,NA
5902,2,2,NA,1,NA,10,NA,1,9,NA,2,2952
5903,1,1,1,NA,NA,6,41,NA,11,1,2,2952
5904,NA,1,1,1,2,1,21,NA,12,1,NA,NA
5905,1,NA,NA,NA,3,NA,NA,NA,7,NA,2,2953
5906,NA,NA,NA,NA,2,NA,77,3,NA,1,2,NA
5907,NA,1,1,2,3,13,24,2,2,NA,2,NA
5908,NA,NA,1,1,3,7,53,2,12,1,2,NA
5909,NA,1,1,1,2,NA,NA,1,NA,NA,2,NA
5910,NA,1,1,NA,2,NA,NA,NA,11,NA,NA,NA
5911,1,1,1,NA,NA,16,46,NA,NA,1,2,2956
5912,NA,1,NA,NA,2,NA,NA,NA,NA,1,NA,NA
5913,NA,1,NA,1,3,NA,20,1,7,1,NA,NA
5914,NA,1,NA,NA,2,NA,NA,3,NA,NA,2,NA
5915,NA,NA,NA,NA,NA,8,84,2,7,1,2,NA
5916,NA,1,NA,2,3,4,45,1,NA,1,NA,NA
5917,NA,1,NA,2,NA,NA,NA,NA,3,NA,2,NA
5918,2,NA,NA,NA,NA,NA,9,NA,4,1,2,2960
5919,NA,1,NA,2,NA,NA,50,1,NA,NA,2,NA
5920,NA,1,NA,1,NA,14,83,NA,NA,NA,2,NA
5921,NA,NA,1,1,NA,8,53,2,NA,NA,2,NA
5922,NA,NA,NA,1,1,NA,75,2,NA,1,2,NA
5923,NA,1,1,NA,NA,4,NA,3,NA,NA,NA,NA
5924,NA,1,1,NA,2,8,57,2,14,1,2,NA
5925,NA,1,NA,1,1,NA,NA,2,NA,1,2,NA
5926,2,2,NA,1,1,NA,NA,NA,14,NA,2,2964
5927,NA,1,1,NA,NA,NA,7,NA,NA,1,NA,NA
5928,2,NA,1,NA,2,NA,NA,3,10,NA,NA,2965
5929,NA,NA,1,NA,NA,NA,NA,NA,16,NA,NA,NA
5930,2,1,NA,NA,2,15,NA,NA,NA,1,NA,2966
5931,1,2,NA,2,2,16,NA,NA,12,NA,NA,2966
5932,NA,NA,NA,NA,NA,9,NA,2,4,NA,2,NA
5933,2,NA,1,NA,NA,4,76,2,6,NA,2,2967.5
5934,2,NA,NA,NA,NA,12,NA,2,1,NA,2,2968
5935,2,1,NA,2,3,NA,NA,1,NA,1,2,2968.5
5936,NA,NA,1,NA,1,5,NA,3,NA,NA,NA,NA
5937,1,1,1,1,NA,3,29,2,14,NA,NA,2969
5938,2,1,NA,NA,NA,NA,NA,NA,10,3,2,2970
5939,1,NA,NA,NA,3,12,NA,2,NA,4,NA,2970
5940,NA,1,NA,NA,3,4,NA,1,15,NA,2,NA
5941,NA,1,NA,NA,NA,1,59,NA,1,1,NA,NA
5942,NA,1,NA,NA,1,11,NA,NA,NA,1,NA,NA
5943,NA,NA,1,1,3,NA,72,2,NA,NA,2,NA
5944,1,1,1,NA,NA,NA,54,2,16,1,2,2972.5
5945,NA,NA,NA,1,1,NA,17,3,1,1,2,NA
5946,2,NA,NA,1,NA,10,26,NA,3,2,1,2974
5947,NA,1,NA,2,1,14,29,2,14,NA,2,NA
5948,NA,NA,NA,NA,1,NA,81,1,9,1,2,NA
5949,NA,1,NA,NA,NA,3,NA,2,1,NA,2,NA
5950,NA,1,1,1,2,5,44,NA,7,NA,2,NA
5951,NA,2,NA,NA,2,NA,NA,1,7,1,2,NA
5952,NA,1,NA,NA,2,16,NA,NA,NA,4,2,NA
5953,NA,1,1,NA,2,NA,NA,NA,3,1,NA,NA
5954,NA,1,NA,NA,1,8,50,NA,8,NA,2,NA
5955,NA,NA,1,2,1,NA,NA,1,16,1,2,NA
5956,NA,1,NA,1,2,NA,NA,2,5,1,2,NA
5957,1,NA,NA,NA,1,14,76,3,NA,1,2,2979
5958,1,NA,NA,1,NA,14,NA,NA,9,1,2,2979.5
5959,1,NA,1,1,2,1,88,1,12,1,2,2980
5960,NA,2,NA,1,NA,NA,NA,NA,NA,1,2,NA
5961,1,NA,1,2,2,4,37,3,NA,NA,2,2981
5962,2,1,2,1,2,NA,81,2,NA,NA,2,2982
5963,2,1,NA,NA,2,NA,25,3,NA,NA,2,2982.5
5964,NA,1,NA,2,1,NA,61,NA,16,NA,2,NA
5965,2,1,NA,2,NA,NA,87,NA,15,NA,2,2983.5
5966,NA,1,NA,1,1,13,0,NA,NA,NA,2,NA
5967,NA,NA,NA,NA,NA,NA,79,2,NA,NA,NA,NA
5968,NA,1,1,2,1,13,16,NA,NA,NA,NA,NA
5969,NA,NA,1,NA,NA,7,24,NA,13,NA,NA,NA
5970,NA,1,NA,1,3,10,73,2,NA,NA,NA,NA
5971,NA,1,NA,NA,2,NA,43,2,5,NA,NA,NA
5972,1,NA,1,NA,1,8,7,1,7,1,2,2986.5
5973,2,NA,NA,NA,NA,4,2,2,NA,1,2,2987.5
5974,NA,1,NA,NA,NA,9,28,2,13,1,2,NA
5975,NA,1,1,NA,1,8,20,3,NA,1,2,NA
5976,NA,1,NA,NA,NA,NA,78,2,NA,3,2,NA
5977,2,1,NA,2,3,NA,90,2,7,NA,2,2989.5
5978,2,NA,NA,1,NA,NA,NA,NA,4,NA,2,2990
5979,2,1,NA,NA,2,NA,NA,1,NA,1,2,2990.5
5980,NA,NA,1,NA,NA,NA,8,2,1,NA,NA,NA
5981,NA,NA,NA,2,1,16,NA,3,7,2,2,NA
5982,NA,1,2,NA,3,NA,58,NA,NA,1,2,NA
5983,2,NA,NA,NA,NA,NA,NA,1,15,1,NA,2992.5
5984,NA,1,NA,NA,NA,NA,72,2,NA,NA,NA,NA
5985,NA,2,NA,NA,1,NA,0,2,14,NA,2,NA
5986,2,2,1,NA,NA,NA,NA,3,NA,NA,NA,2994
5987,NA,1,1,2,NA,14,71,NA,2,NA,2,NA
5988,NA,NA,1,2,2,5,NA,NA,10,1,NA,NA
5989,2,NA,NA,NA,NA,12,86,3,15,NA,2,2995.5
5990,NA,1,NA,NA,2,16,27,NA,NA,NA,NA,NA
5991,NA,NA,1,1,NA,NA,NA,1,2,2,2,NA
5992,NA,1,NA,1,2,NA,36,2,1,NA,NA,NA
5993,1,1,NA,NA,NA,NA,43,NA,NA,NA,2,2997
5994,2,NA,NA,1,2,2,NA,NA,16,NA,2,2998
5995,NA,1,NA,2,2,13,51,1,15,NA,NA,NA
5996,NA,NA,1,2,3,NA,NA,NA,13,NA,2,NA
5997,NA,1,1,NA,NA,13,74,3,2,2,NA,NA
5998,2,1,NA,NA,NA,9,4,3,7,1,NA,3000
5999,1,NA,1,2,2,6,NA,3,2,1,2,3000
6000,NA,1,1,2,3,NA,NA,3,8,1,NA,NA
6001,1,NA,1,2,2,5,58,2,NA,1,NA,3001
6002,NA,NA,NA,NA,1,NA,61,2,NA,2,NA,NA
6003,NA,NA,NA,NA,2,15,87,NA,10,1,2,NA
6004,NA,1,NA,NA,NA,NA,36,2,15,1,NA,NA
6005,2,1,1,1,NA,NA,87,1,10,1,NA,3003.5
6006,1,NA,NA,NA,NA,9,NA,2,6,4,1,3003.5
6007,2,NA,NA,NA,2,NA,NA,NA,13,1,NA,3004.5
6008,NA,NA,1,NA,2,7,NA,2,NA,1,2,NA
6009,NA,1,NA,NA,NA,4,74,NA,NA,1,NA,NA
6010,2,1,NA,NA,NA,NA,82,NA,1,NA,2,3006
6011,NA,NA,1,1,1,2,NA,NA,13,1,NA,NA
6012,NA,1,1,NA,1,4,1,1,13,1,2,NA
6013,NA,1,1,2,NA,NA,NA,1,9,NA,2,NA
6014,2,NA,1,NA,2,NA,73,1,7,NA,2,3008
6015,NA,NA,NA,2,2,10,61,2,13,3,NA,NA
6016,2,1,1,NA,3,5,15,NA,13,NA,NA,3009
6017,2,NA,NA,NA,NA,5,5,1,NA,1,NA,3009.5
6018,NA,1,1,NA,NA,3,NA,NA,6,1,2,NA
6019,2,1,1,NA,2,NA,7,2,NA,4,2,3010.5
6020,NA,1,NA,NA,NA,6,71,2,NA,NA,2,NA
6021,NA,NA,NA,NA,NA,NA,NA,1,10,1,NA,NA
6022,NA,NA,NA,NA,1,NA,6,NA,1,NA,NA,NA
6023,1,NA,1,2,NA,NA,NA,1,6,1,2,3012
6024,2,1,NA,2,2,NA,3,1,8,NA,NA,3013
6025,NA,NA,1,NA,2,NA,35,NA,11,1,2,NA
6026,1,1,NA,NA,1,NA,12,2,6,1,NA,3013.5
6027,1,1,NA,NA,NA,14,21,NA,10,NA,NA,3014
6028,NA,NA,1,2,2,15,NA,3,NA,1,NA,NA
6029,NA,NA,NA,NA,1,14,NA,2,NA,3,2,NA
6030,1,NA,NA,NA,2,16,NA,3,14,NA,NA,3015.5
6031,NA,NA,NA,NA,2,5,NA,NA,15,NA,2,NA
6032,NA,2,1,1,2,6,53,NA,NA,1,NA,NA
6033,NA,NA,NA,NA,NA,16,NA,3,NA,1,2,NA
6034,2,1,NA,NA,NA,16,46,NA,14,1,2,3018
6035,NA,NA,NA,NA,1,16,81,1,4,NA,2,NA
6036,NA,1,NA,1,1,8,0,2,9,2,2,NA
6037,NA,1,NA,NA,1,7,1,1,NA,NA,NA,NA
6038,NA,NA,NA,NA,NA,4,15,1,NA,NA,2,NA
6039,1,1,NA,NA,NA,NA,75,1,16,NA,2,3020
6040,NA,NA,2,2,1,1,NA,1,14,NA,2,NA
6041,NA,1,NA,NA,3,3,NA,NA,NA,NA,1,NA
6042,NA,NA,NA,NA,2,NA,16,NA,6,1,2,NA
6043,2,1,NA,NA,NA,3,NA,NA,8,2,2,3022.5
6044,1,NA,NA,NA,3,2,41,2,NA,1,2,3022.5
6045,2,1,NA,1,2,2,NA,2,7,1,2,3023.5
6046,1,2,NA,NA,NA,NA,NA,NA,NA,NA,2,3023.5
6047,NA,NA,1,NA,1,NA,NA,1,4,NA,NA,NA
6048,NA,NA,NA,NA,1,5,NA,2,16,NA,NA,NA
6049,NA,1,NA,NA,NA,14,44,1,NA,1,2,NA
6050,2,NA,NA,NA,3,NA,NA,2,NA,NA,NA,3026
6051,1,NA,NA,1,1,5,NA,2,5,1,NA,3026
6052,NA,NA,1,2,2,3,59,NA,NA,NA,2,NA
6053,NA,1,NA,NA,2,NA,87,2,5,NA,NA,NA
6054,2,1,NA,1,2,15,NA,1,NA,1,2,3028
6055,2,NA,NA,NA,2,3,5,NA,NA,2,NA,3028.5
6056,1,1,NA,NA,1,12,29,3,13,1,2,3028.5
6057,2,NA,NA,NA,2,9,21,2,11,NA,2,3029.5
6058,1,NA,1,2,NA,NA,55,NA,NA,NA,2,3029.5
6059,NA,NA,NA,NA,NA,8,75,2,NA,1,2,NA
6060,1,NA,NA,1,NA,10,NA,2,NA,2,2,3030.5
6061,1,1,NA,NA,2,15,NA,2,1,NA,NA,3031
6062,NA,1,NA,NA,NA,NA,53,NA,NA,NA,2,NA
6063,NA,1,NA,1,NA,8,32,2,NA,NA,NA,NA
6064,1,1,NA,NA,NA,1,34,2,6,NA,2,3032.5
6065,NA,1,NA,1,3,NA,68,NA,15,1,NA,NA
6066,1,1,1,NA,NA,11,NA,1,3,NA,2,3033.5
6067,2,1,NA,2,3,15,NA,3,15,NA,2,3034.5
6068,NA,1,NA,NA,NA,7,29,NA,15,3,NA,NA
6069,2,1,NA,NA,NA,NA,NA,NA,2,1,NA,3035.5
6070,NA,1,NA,NA,2,9,NA,NA,1,1,2,NA
6071,NA,1,NA,NA,2,7,NA,NA,6,1,NA,NA
6072,2,NA,NA,NA,NA,14,76,3,NA,1,NA,3037
6073,NA,1,1,2,2,4,77,3,5,NA,2,NA
6074,2,1,NA,NA,2,NA,29,3,NA,NA,2,3038
6075,1,1,NA,NA,NA,9,35,1,16,NA,2,3038
6076,NA,NA,NA,2,NA,13,53,1,NA,1,2,NA
6077,NA,NA,NA,NA,2,NA,NA,3,7,NA,NA,NA
6078,NA,NA,NA,2,2,NA,57,2,3,1,2,NA
6079,1,1,NA,NA,1,11,88,2,4,1,2,3040
6080,NA,1,NA,NA,2,NA,NA,NA,1,3,2,NA
6081,NA,NA,1,NA,NA,12,24,2,9,2,2,NA
6082,NA,NA,NA,NA,2,12,NA,1,NA,NA,2,NA
6083,NA,NA,1,1,3,NA,28,NA,16,1,2,NA
6084,NA,1,1,NA,NA,6,NA,3,NA,1,NA,NA
6085,NA,NA,NA,2,2,NA,NA,1,7,1,NA,NA
6086,NA,NA,NA,NA,1,5,18,NA,NA,NA,NA,NA
6087,1,1,NA,2,NA,15,62,2,9,1,NA,3044
6088,NA,1,1,1,NA,14,44,NA,12,1,2,NA
6089,2,1,NA,NA,1,NA,NA,3,15,1,NA,3045.5
6090,NA,NA,NA,2,NA,NA,63,1,6,NA,2,NA
6091,NA,1,NA,2,3,NA,31,2,NA,1,2,NA
6092,NA,1,1,NA,3,7,NA,2,9,1,2,NA
6093,NA,2,NA,NA,3,16,NA,2,NA,NA,NA,NA
6094,NA,1,1,2,NA,8,18,NA,NA,2,NA,NA
6095,2,NA,1,1,2,NA,24,3,15,1,2,3048.5
6096,NA,NA,NA,2,2,3,86,2,2,3,NA,NA
6097,NA,1,NA,NA,3,5,NA,2,3,NA,2,NA
6098,2,NA,NA,NA,3,16,87,3,15,3,2,3050
6099,NA,1,NA,NA,3,9,NA,2,1,NA,2,NA
6100,NA,NA,NA,NA,1,9,NA,1,7,3,2,NA
6101,1,NA,1,NA,NA,NA,NA,2,8,4,NA,3051
6102,NA,1,NA,2,1,4,6,NA,14,1,NA,NA
6103,NA,2,NA,1,1,NA,71,3,6,NA,NA,NA
6104,1,1,NA,1,2,NA,0,NA,NA,1,2,3052.5
6105,1,1,NA,NA,1,1,62,2,16,NA,2,3053
6106,2,NA,1,2,1,NA,67,3,14,NA,NA,3054
6107,NA,NA,NA,1,1,15,67,2,NA,NA,NA,NA
6108,2,1,NA,NA,2,NA,1,3,4,NA,2,3055
6109,2,NA,NA,NA,2,NA,4,NA,NA,NA,2,3055.5
6110,NA,NA,2,NA,2,4,NA,NA,10,NA,NA,NA
6111,1,1,1,NA,3,3,90,1,10,1,NA,3056
6112,NA,NA,NA,2,2,2,32,3,7,4,2,NA
6113,NA,NA,1,NA,NA,15,NA,1,14,NA,NA,NA
6114,NA,1,NA,1,3,9,27,NA,14,1,NA,NA
6115,NA,NA,NA,NA,1,13,NA,NA,NA,1,2,NA
6116,NA,2,NA,NA,NA,NA,NA,2,8,1,2,NA
6117,2,NA,1,NA,NA,11,20,NA,NA,2,2,3059.5
